electra_output,label,conv_output,distilbert_output,roberta_output,bert-base_output
0.32306904,5,0.36973372,0.2830172,0.3188235,0.30379593
0.3248365,4,0.3209388,0.34124961,0.30961344,0.3489392
0.31331706,6,0.3055032,0.33577743,0.29996786,0.27499494
0.3182625,1,0.35680994,0.29179028,0.28117257,0.32680207
0.2845535,3,0.28748286,0.28866428,0.3157745,0.29632232
0.2669322,4,0.30292135,0.31387475,0.27403706,0.37038234
0.27813554,4,0.30974728,0.27598295,0.3226138,0.34569725
0.31219685,6,0.33191568,0.33639714,0.38238862,0.339315
0.35408342,5,0.2960789,0.3424723,0.29859436,0.30409655
0.28315473,2,0.3178677,0.3235508,0.4001106,0.30894622
0.284176,6,0.3430783,0.32094985,0.3657995,0.32473764
0.28489444,4,0.2905533,0.35187432,0.31118515,0.3103672
0.29633558,3,0.3272091,0.31487736,0.34070826,0.36872208
0.23648295,1,0.32153457,0.34309927,0.41224268,0.3657454
0.33644742,4,0.29720268,0.37353224,0.33752552,0.2851739
0.30075058,1,0.3017948,0.30815852,0.308767,0.31332558
0.31088746,3,0.38355273,0.32306212,0.33021778,0.30080566
0.32679033,5,0.27343163,0.28329402,0.31975272,0.3080421
0.34376898,5,0.30456522,0.3662397,0.34674883,0.31368428
0.2666412,2,0.35873494,0.29192215,0.34015873,0.33216727
0.31808686,3,0.33630008,0.31244093,0.2980443,0.37646964
0.32623664,2,0.3857576,0.28779128,0.28944358,0.34041348
0.32916132,4,0.33242407,0.29132724,0.304369,0.30021176
0.29230484,2,0.3097303,0.30578297,0.32843354,0.3009622
0.31782234,4,0.25917786,0.2704195,0.2410021,0.38042185
0.25693375,1,0.31280577,0.32804644,0.46074438,0.28099445
0.38272834,1,0.34923285,0.28632405,0.36848316,0.3681854
0.32028887,5,0.3271108,0.29245067,0.40350142,0.31519064
0.3406584,2,0.35715115,0.40588114,0.37348112,0.38993946
0.319918,3,0.29037076,0.31332362,0.30593097,0.32441503
0.27874526,2,0.3328528,0.2912397,0.26339728,0.33998442
0.32039905,5,0.31650126,0.3075355,0.29381546,0.35800347
0.29660562,4,0.31231293,0.3200308,0.3768996,0.32513395
0.32272872,3,0.27280724,0.25897813,0.32170087,0.25043735
0.3154205,5,0.28934047,0.2951829,0.3085857,0.35783264
0.34857738,6,0.27269942,0.3163806,0.34862164,0.34683377
0.31173614,5,0.34412497,0.31716776,0.29307833,0.26913655
0.33084002,4,0.29700604,0.33968654,0.3223813,0.3894422
0.35627526,4,0.32025704,0.31615782,0.37257564,0.30759373
0.3568749,4,0.30441028,0.3247746,0.35031816,0.339178
0.3078324,6,0.29093364,0.33807224,0.29434615,0.32205594
0.28584266,1,0.3668719,0.2936848,0.4021868,0.35619712
0.32306433,5,0.3162065,0.24969865,0.30725628,0.2785086
